,sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,order_month,order_day_name,order_quarter,product_ID,product_type,product_name,size,colour,price,quantity_y,description
1992,1992,400,236,106,1,106,907,44904,2021-07-02,2021-07-25,Aindrea Franzetti,Female,43,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,7,Friday,3,236,Shirt,Chambray,S,indigo,105,59,"A indigo coloured, S sized, Chambray Shirt"
1993,1993,400,515,102,1,102,907,44904,2021-07-02,2021-07-25,Aindrea Franzetti,Female,43,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,7,Friday,3,515,Jacket,Windbreaker,XS,indigo,109,79,"A indigo coloured, XS sized, Windbreaker Jacket"
1994,1994,400,187,98,1,98,907,44904,2021-07-02,2021-07-25,Aindrea Franzetti,Female,43,13 Ivy TerraceSuite 494,628,North Caitlin,South Australia,Australia,7,Friday,3,187,Shirt,Camp Collared,M,yellow,112,49,"A yellow coloured, M sized, Camp Collared Shirt"
1995,1995,401,266,95,1,95,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,266,Shirt,Polo,S,blue,117,76,"A blue coloured, S sized, Polo Shirt"
1996,1996,401,791,91,2,182,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,791,Jacket,Pullover,S,blue,114,73,"A blue coloured, S sized, Pullover Jacket"
1997,1997,401,392,119,1,119,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,392,Shirt,Casual Slim Fit,M,orange,113,47,"A orange coloured, M sized, Casual Slim Fit Shirt"
1998,1998,401,137,92,1,92,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,137,Shirt,Denim,M,violet,115,55,"A violet coloured, M sized, Denim Shirt"
1999,1999,401,92,118,2,236,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt"
2000,2000,401,647,93,2,186,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,647,Jacket,Coach,M,green,115,63,"A green coloured, M sized, Coach Jacket"
2001,2001,401,422,107,3,321,94,24512,2021-08-14,2021-08-24,Otha Skein,Genderqueer,46,368 Morrison MeadowApt. 117,1037,East Isla,Western Australia,Australia,8,Saturday,3,422,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket"
2002,2002,402,577,100,2,200,537,26681,2021-03-09,2021-04-04,Beverly Burbridge,Non-binary,45,155 Hayes AvenueApt. 699,7342,Krisland,Western Australia,Australia,3,Tuesday,1,577,Jacket,Bomber,M,green,90,61,"A green coloured, M sized, Bomber Jacket"
2003,2003,403,807,117,1,117,980,17088,2021-09-16,2021-09-25,Sharleen Langworthy,Agender,35,317 Sophia MewsApt. 328,5926,Isaacberg,South Australia,Australia,9,Thursday,3,807,Jacket,Shearling,M,red,95,49,"A red coloured, M sized, Shearling Jacket"
2004,2004,403,405,119,3,357,980,17088,2021-09-16,2021-09-25,Sharleen Langworthy,Agender,35,317 Sophia MewsApt. 328,5926,Isaacberg,South Australia,Australia,9,Thursday,3,405,Shirt,Casual Slim Fit,XS,blue,113,55,"A blue coloured, XS sized, Casual Slim Fit Shirt"
2005,2005,403,80,118,2,236,980,17088,2021-09-16,2021-09-25,Sharleen Langworthy,Agender,35,317 Sophia MewsApt. 328,5926,Isaacberg,South Australia,Australia,9,Thursday,3,80,Shirt,Flannel,XS,yellow,96,41,"A yellow coloured, XS sized, Flannel Shirt"
2006,2006,403,810,117,3,351,980,17088,2021-09-16,2021-09-25,Sharleen Langworthy,Agender,35,317 Sophia MewsApt. 328,5926,Isaacberg,South Australia,Australia,9,Thursday,3,810,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket"
2007,2007,404,1153,102,1,102,998,45215,2021-03-03,2021-03-09,Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia,3,Wednesday,1,1153,Trousers,Cargo Pants,L,violet,106,74,"A violet coloured, L sized, Cargo Pants Trousers"
2008,2008,404,4,96,1,96,998,45215,2021-03-03,2021-03-09,Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia,3,Wednesday,1,4,Shirt,Oxford Cloth,XL,red,114,47,"A red coloured, XL sized, Oxford Cloth Shirt"
2009,2009,405,317,109,3,327,493,51471,2021-08-09,2021-08-12,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,8,Monday,3,317,Shirt,Mandarin Collar,M,red,108,60,"A red coloured, M sized, Mandarin Collar Shirt"
2010,2010,405,66,104,3,312,493,51471,2021-08-09,2021-08-12,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,8,Monday,3,66,Shirt,Dress,S,violet,119,69,"A violet coloured, S sized, Dress Shirt"
2011,2011,405,932,96,2,192,493,51471,2021-08-09,2021-08-12,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,8,Monday,3,932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers"
2012,2012,406,838,117,3,351,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,838,Jacket,Shearling,L,violet,95,61,"A violet coloured, L sized, Shearling Jacket"
2013,2013,406,1258,112,3,336,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,1258,Trousers,Tracksuit Bottoms,L,violet,91,45,"A violet coloured, L sized, Tracksuit Bottoms Trousers"
2014,2014,406,26,96,1,96,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,26,Shirt,Oxford Cloth,S,indigo,114,59,"A indigo coloured, S sized, Oxford Cloth Shirt"
2015,2015,406,121,92,1,92,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,121,Shirt,Denim,S,green,115,49,"A green coloured, S sized, Denim Shirt"
2016,2016,406,92,118,3,354,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt"
2017,2017,406,1184,99,2,198,892,35512,2021-07-25,2021-08-18,Jania Sailes,Non-binary,44,251 Graham KnollSuite 970,6702,West Annaton,Australian Capital Territory,Australia,7,Sunday,3,1184,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers"
2018,2018,407,307,105,2,210,835,42595,2021-01-09,2021-01-20,Randell Shorte,Polygender,25,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,1,Saturday,1,307,Shirt,Cuban Collar,M,indigo,93,58,"A indigo coloured, M sized, Cuban Collar Shirt"
2019,2019,407,602,112,1,112,835,42595,2021-01-09,2021-01-20,Randell Shorte,Polygender,25,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,1,Saturday,1,602,Jacket,Cardigan,M,orange,118,54,"A orange coloured, M sized, Cardigan Jacket"
2020,2020,407,795,91,3,273,835,42595,2021-01-09,2021-01-20,Randell Shorte,Polygender,25,69 Morissette AvenueSuite 269,6147,North Lachlanfurt,South Australia,Australia,1,Saturday,1,795,Jacket,Pullover,XS,indigo,114,78,"A indigo coloured, XS sized, Pullover Jacket"
2021,2021,408,949,97,3,291,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,949,Trousers,Slim-Fit,XL,red,119,67,"A red coloured, XL sized, Slim-Fit Trousers"
2022,2022,408,1201,105,1,105,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,1201,Trousers,Pleated,S,yellow,90,71,"A yellow coloured, S sized, Pleated Trousers"
2023,2023,408,378,94,3,282,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,378,Shirt,Henley,L,indigo,92,44,"A indigo coloured, L sized, Henley Shirt"
2024,2024,408,994,106,1,106,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,994,Trousers,Wool,XL,yellow,111,72,"A yellow coloured, XL sized, Wool Trousers"
2025,2025,408,611,112,3,336,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,611,Jacket,Cardigan,S,green,118,62,"A green coloured, S sized, Cardigan Jacket"
2026,2026,408,399,119,2,238,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,399,Shirt,Casual Slim Fit,XL,yellow,113,78,"A yellow coloured, XL sized, Casual Slim Fit Shirt"
2027,2027,408,757,109,1,109,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,757,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket"
2028,2028,408,1245,112,3,336,404,39757,2021-01-30,2021-02-15,Teddy Gell,Non-binary,79,29 Bruen TrailSuite 288,9569,West Ellaport,Australian Capital Territory,Australia,1,Saturday,1,1245,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers"
2029,2029,409,772,91,2,182,206,15453,2021-05-03,2021-05-11,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,5,Monday,2,772,Jacket,Pullover,M,red,114,55,"A red coloured, M sized, Pullover Jacket"
2030,2030,409,579,100,3,300,206,15453,2021-05-03,2021-05-11,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,5,Monday,2,579,Jacket,Bomber,XL,green,90,79,"A green coloured, XL sized, Bomber Jacket"
2031,2031,409,1141,102,2,204,206,15453,2021-05-03,2021-05-11,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,5,Monday,2,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers"
2032,2032,409,279,95,3,285,206,15453,2021-05-03,2021-05-11,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,5,Monday,2,279,Shirt,Polo,XL,violet,117,79,"A violet coloured, XL sized, Polo Shirt"
2033,2033,409,1230,112,3,336,206,15453,2021-05-03,2021-05-11,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,5,Monday,2,1230,Trousers,Tracksuit Bottoms,XS,orange,91,57,"A orange coloured, XS sized, Tracksuit Bottoms Trousers"
2034,2034,410,660,93,1,93,47,14296,2021-08-04,2021-08-09,Jarrett Brumby,Polygender,54,59 Wood DriveSuite 806,9780,Lake Nicholasfurt,Western Australia,Australia,8,Wednesday,3,660,Jacket,Coach,XS,violet,115,58,"A violet coloured, XS sized, Coach Jacket"
2035,2035,410,1049,90,1,90,47,14296,2021-08-04,2021-08-09,Jarrett Brumby,Polygender,54,59 Wood DriveSuite 806,9780,Lake Nicholasfurt,Western Australia,Australia,8,Wednesday,3,1049,Trousers,Relaxed Leg,XL,violet,95,42,"A violet coloured, XL sized, Relaxed Leg Trousers"
2036,2036,411,564,100,3,300,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,564,Jacket,Bomber,XL,red,90,62,"A red coloured, XL sized, Bomber Jacket"
2037,2037,411,826,117,1,117,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,826,Jacket,Shearling,S,blue,95,72,"A blue coloured, S sized, Shearling Jacket"
2038,2038,411,508,102,1,102,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,508,Jacket,Windbreaker,L,green,109,62,"A green coloured, L sized, Windbreaker Jacket"
2039,2039,411,860,113,2,226,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,860,Trousers,Chinos,XS,blue,100,69,"A blue coloured, XS sized, Chinos Trousers"
2040,2040,411,410,119,1,119,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,410,Shirt,Casual Slim Fit,XS,indigo,113,57,"A indigo coloured, XS sized, Casual Slim Fit Shirt"
2041,2041,411,451,107,2,214,771,38909,2021-03-17,2021-04-08,Paul McGavigan,Genderfluid,74,7367 Wright JunctionApt. 773,8882,Kuhntown,Victoria,Australia,3,Wednesday,1,451,Jacket,Denim,S,violet,92,73,"A violet coloured, S sized, Denim Jacket"
2042,2042,412,1034,90,2,180,427,25520,2021-09-23,2021-10-13,Tomaso Mullin,Genderqueer,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,9,Thursday,3,1034,Trousers,Relaxed Leg,XL,green,95,64,"A green coloured, XL sized, Relaxed Leg Trousers"
2043,2043,412,314,105,1,105,427,25520,2021-09-23,2021-10-13,Tomaso Mullin,Genderqueer,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,9,Thursday,3,314,Shirt,Cuban Collar,XL,violet,93,44,"A violet coloured, XL sized, Cuban Collar Shirt"
2044,2044,412,232,106,2,212,427,25520,2021-09-23,2021-10-13,Tomaso Mullin,Genderqueer,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,9,Thursday,3,232,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt"
2045,2045,412,721,119,1,119,427,25520,2021-09-23,2021-10-13,Tomaso Mullin,Genderqueer,25,51 Gabriel KnollApt. 819,8556,New Ava,Queensland,Australia,9,Thursday,3,721,Jacket,Trench Coat,S,blue,112,64,"A blue coloured, S sized, Trench Coat Jacket"
2046,2046,413,1204,105,2,210,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,1204,Trousers,Pleated,XL,yellow,90,52,"A yellow coloured, XL sized, Pleated Trousers"
2047,2047,413,527,98,2,196,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,527,Jacket,Leather,M,red,113,54,"A red coloured, M sized, Leather Jacket"
2048,2048,413,707,119,3,357,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,707,Jacket,Trench Coat,M,orange,112,43,"A orange coloured, M sized, Trench Coat Jacket"
2049,2049,413,1234,112,2,224,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,1234,Trousers,Tracksuit Bottoms,XL,orange,91,42,"A orange coloured, XL sized, Tracksuit Bottoms Trousers"
2050,2050,413,124,92,2,184,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,124,Shirt,Denim,XL,green,115,52,"A green coloured, XL sized, Denim Shirt"
2051,2051,413,306,105,3,315,589,35487,2021-10-17,2021-10-31,Calhoun Raphael,Polygender,57,68 Darcy PassSuite 091,6477,Hoppetown,Queensland,Australia,10,Sunday,4,306,Shirt,Cuban Collar,S,indigo,93,41,"A indigo coloured, S sized, Cuban Collar Shirt"
2052,2052,414,233,106,3,318,212,57052,2021-01-02,2021-01-03,Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia,1,Saturday,1,233,Shirt,Chambray,L,blue,105,69,"A blue coloured, L sized, Chambray Shirt"
2053,2053,414,932,96,1,96,212,57052,2021-01-02,2021-01-03,Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia,1,Saturday,1,932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers"
2054,2054,414,625,112,1,112,212,57052,2021-01-02,2021-01-03,Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia,1,Saturday,1,625,Jacket,Cardigan,XS,violet,118,40,"A violet coloured, XS sized, Cardigan Jacket"
2055,2055,415,190,98,2,196,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,190,Shirt,Camp Collared,XS,green,112,66,"A green coloured, XS sized, Camp Collared Shirt"
2056,2056,415,494,102,2,204,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,494,Jacket,Windbreaker,XL,red,109,48,"A red coloured, XL sized, Windbreaker Jacket"
2057,2057,415,833,117,2,234,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,833,Jacket,Shearling,L,indigo,95,66,"A indigo coloured, L sized, Shearling Jacket"
2058,2058,415,487,118,2,236,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,487,Jacket,Puffer,M,violet,110,43,"A violet coloured, M sized, Puffer Jacket"
2059,2059,415,260,95,2,190,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,260,Shirt,Polo,XS,green,117,45,"A green coloured, XS sized, Polo Shirt"
2060,2060,415,946,97,1,97,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,946,Trousers,Slim-Fit,S,red,119,71,"A red coloured, S sized, Slim-Fit Trousers"
2061,2061,415,983,106,1,106,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,983,Trousers,Wool,L,red,111,74,"A red coloured, L sized, Wool Trousers"
2062,2062,415,1149,102,2,204,947,35686,2021-07-14,2021-07-19,Dulsea Collet,Genderqueer,74,23 Smith StreetSuite 253,9260,South Charles,New South Wales,Australia,7,Wednesday,3,1149,Trousers,Cargo Pants,XL,indigo,106,64,"A indigo coloured, XL sized, Cargo Pants Trousers"
2063,2063,416,798,91,1,91,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,798,Jacket,Pullover,L,indigo,114,50,"A indigo coloured, L sized, Pullover Jacket"
2064,2064,416,1141,102,3,306,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers"
2065,2065,416,270,95,1,95,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,270,Shirt,Polo,XS,indigo,117,47,"A indigo coloured, XS sized, Polo Shirt"
2066,2066,416,217,106,3,318,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt"
2067,2067,416,1027,90,3,270,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,1027,Trousers,Relaxed Leg,M,yellow,95,68,"A yellow coloured, M sized, Relaxed Leg Trousers"
2068,2068,416,33,96,1,96,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,33,Shirt,Oxford Cloth,L,violet,114,73,"A violet coloured, L sized, Oxford Cloth Shirt"
2069,2069,416,182,98,3,294,129,37878,2021-10-08,2021-10-25,Beatrisa Winterscale,Non-binary,68,74 Ryan CircleSuite 426,1790,Port Harrychester,Western Australia,Australia,10,Friday,4,182,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt"
2070,2070,417,173,91,3,273,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,173,Shirt,Linen,L,violet,116,70,"A violet coloured, L sized, Linen Shirt"
2071,2071,417,560,100,2,200,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,560,Jacket,Bomber,XS,red,90,76,"A red coloured, XS sized, Bomber Jacket"
2072,2072,417,963,97,1,97,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,963,Trousers,Slim-Fit,L,green,119,43,"A green coloured, L sized, Slim-Fit Trousers"
2073,2073,417,986,106,2,212,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,986,Trousers,Wool,S,orange,111,59,"A orange coloured, S sized, Wool Trousers"
2074,2074,417,1022,90,3,270,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,1022,Trousers,Relaxed Leg,M,orange,95,74,"A orange coloured, M sized, Relaxed Leg Trousers"
2075,2075,417,1214,105,1,105,729,45024,2021-09-14,2021-10-11,Gerri McCarle,Female,54,269 Kuhn PlazaApt. 260,7315,Cameronport,South Australia,Australia,9,Tuesday,3,1214,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers"
2076,2076,418,1102,115,1,115,918,55376,2021-08-24,2021-09-15,Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia,8,Tuesday,3,1102,Trousers,Cropped,M,green,99,65,"A green coloured, M sized, Cropped Trousers"
2077,2077,418,970,97,3,291,918,55376,2021-08-24,2021-09-15,Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia,8,Tuesday,3,970,Trousers,Slim-Fit,XS,indigo,119,74,"A indigo coloured, XS sized, Slim-Fit Trousers"
2078,2078,418,118,92,1,92,918,55376,2021-08-24,2021-09-15,Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia,8,Tuesday,3,118,Shirt,Denim,L,yellow,115,75,"A yellow coloured, L sized, Denim Shirt"
2079,2079,418,436,107,1,107,918,55376,2021-08-24,2021-09-15,Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia,8,Tuesday,3,436,Jacket,Denim,S,green,92,49,"A green coloured, S sized, Denim Jacket"
2080,2080,418,964,97,3,291,918,55376,2021-08-24,2021-09-15,Tracie Okey,Polygender,69,056 Khan RidgeSuite 131,1328,Violetstad,Australian Capital Territory,Australia,8,Tuesday,3,964,Trousers,Slim-Fit,XL,green,119,67,"A green coloured, XL sized, Slim-Fit Trousers"
2081,2081,419,989,106,3,318,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers"
2082,2082,419,1135,102,2,204,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,1135,Trousers,Cargo Pants,XS,green,106,63,"A green coloured, XS sized, Cargo Pants Trousers"
2083,2083,419,669,113,2,226,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,669,Jacket,Parka,XL,red,119,64,"A red coloured, XL sized, Parka Jacket"
2084,2084,419,691,113,3,339,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,691,Jacket,Parka,S,indigo,119,53,"A indigo coloured, S sized, Parka Jacket"
2085,2085,419,581,100,2,200,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,581,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket"
2086,2086,419,34,96,2,192,745,19518,2021-10-20,2021-11-10,Lindy Saltrese,Non-binary,31,15 Bruen SummitApt. 152,526,North Matthewfort,Northern Territory,Australia,10,Wednesday,4,34,Shirt,Oxford Cloth,XL,violet,114,54,"A violet coloured, XL sized, Oxford Cloth Shirt"
2087,2087,420,441,107,1,107,482,25541,2021-02-22,2021-03-19,Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia,2,Monday,1,441,Jacket,Denim,S,blue,92,56,"A blue coloured, S sized, Denim Jacket"
2088,2088,420,109,92,3,276,482,25541,2021-02-22,2021-03-19,Stanley Kolakowski,Agender,63,7295 Champlin CrestApt. 519,8260,East Joshua,Queensland,Australia,2,Monday,1,109,Shirt,Denim,XL,red,115,63,"A red coloured, XL sized, Denim Shirt"
